County,State,something1,something2,Founded_date,footnotes
Marshall,WV,"30,591",432,,
Mason,WV,"25,453",535,,
McDowell,WV,"19,111",310,,
Mercer,WV,"59,664",420,,
Mineral,WV,"26,938",328,,
Mingo,WV,"23,568",423,,
Monongalia,WV,"105,822",361,,
Monroe,WV,"12,376",473,,
Morgan,WV,"17,063",229,,
Nicholas,WV,"24,604",649,,
Ohio,WV,"42,425",106,,
Pendleton,WV,"6,143",698,,
Pleasants,WV,"7,653",131,,
Pocahontas,WV,"7,869",940,,
Preston,WV,"34,216",648,,
Putnam,WV,"57,440",346,,
Raleigh,WV,"74,591",607,,
Randolph,WV,"27,932",1040,,
Ritchie,WV,"8,444",454,,
Roane,WV,"14,028",484,,
Summers,WV,"11,959",361,,
Taylor,WV,"16,705",173,,
Tucker,WV,"6,762",419,,
Tyler,WV,"8,313",258,,
Upshur,WV,"23,816",355,,
Wayne,WV,"38,982",506,,
Webster,WV,"8,378",556,,
Wetzel,WV,"14,442",359,,
Wirt,WV,"5,194",233,,
Wood,WV,"84,296",367,,
Wyoming,WV,"21,382",501,,
Adams,WI,"20,654",645.65,Apr 1853,
Ashland,WI,"16,027",1045.04,27 Mar 1860,
Barron,WI,"46,711",862.71,1859,
Bayfield,WI,"16,220",1477.86,1845,
Brown,WI,"268,740",529.71,1818,
Buffalo,WI,"13,317",671.64,1853,
Burnett,WI,"16,526",821.85,1856,
Calumet,WI,"52,442",318.24,1836,
Chippewa,WI,"66,297",1008.37,1845,
Clark,WI,"34,659",1209.82,1853,
Columbia,WI,"58,490",765.53,1846,
Crawford,WI,"16,113",570.66,1818,
Dane,WI,"561,504",1197.24,1836,
Dodge,WI,"89,396",875.63,1836,
Door,WI,"30,066",481.98,1851,
Douglas,WI,"44,295",1304.14,8 Feb 1854,
Dunn,WI,"45,440",850.11,1854,
Eau Claire,WI,"105,710",637.98,6 Oct 1856,
Florence,WI,"4,558",488.2,1882,
Fond du Lac,WI,"104,154",719.55,1836,
Forest,WI,"9,179",1014.07,1885,
Grant,WI,"51,938",1146.85,1837,
Green,WI,"37,093",583.96,1837,
Green Lake,WI,"19,018",349.44,1858,
Iowa,WI,"23,709",762.58,1830,
Iron,WI,"6,137",758.17,1893,
Jackson,WI,"21,145",987.72,1853,
Jefferson,WI,"84,900",556.47,1836,
Juneau,WI,"26,718",766.93,1857,
Kenosha,WI,"169,151",271.99,30 Jan 1850,
Kewaunee,WI,"20,563",342.52,1852,
La Crosse,WI,"120,784",451.69,1851,
Lafayette,WI,"16,611",633.59,1846,
Langlade,WI,"19,491",870.64,3 Mar 1879,
Lincoln,WI,"28,415",878.97,1875,
Manitowoc,WI,"81,359",589.08,1836,
Marathon,WI,"138,013",1544.98,1850,
Marinette,WI,"41,872",1399.35,1879,
Marquette,WI,"15,592",455.6,1836,
Menominee,WI,"4,255",357.61,3 Jul 1959,
Milwaukee,WI,"939,489",241.4,1834,
Monroe,WI,"46,274",900.78,1854,
Oconto,WI,"38,965",997.99,1851,
Oneida,WI,"37,845",1112.97,1887,
Outagamie,WI,"190,705",637.52,1851,
Ozaukee,WI,"91,503",233.08,1853,
Pepin,WI,"7,318",231.98,25 Feb 1858,
Pierce,WI,"42,212",573.75,1853,
Polk,WI,"44,977",913.96,1853,
Portage,WI,"70,377",800.68,1836,
Price,WI,"14,054",1254.38,3 Mar 1879,
Racine,WI,"197,727",332.5,7 Dec 1836,
Richland,WI,"17,304",586.15,1842,
Rock,WI,"163,687",718.14,7 Dec 1836,
Rusk,WI,"14,188",913.59,1901,
St. Croix,WI,"93,536",830.9,1840,
Sauk,WI,"65,763",1257.31,1840,
Sawyer,WI,"18,074",893.06,1883,
Shawano,WI,"40,881",511.27,16 Feb 1853,
Sheboygan,WI,"118,034",722.33,1836,
Taylor,WI,"19,913",974.88,1875,
Trempealeau,WI,"30,760",732.97,1854,
Vernon,WI,"30,714",791.58,1 Mar 1851,
Vilas,WI,"23,047",856.6,12 Apr 1893,
Walworth,WI,"106,478",555.13,1836,
Washburn,WI,"16,623",797.11,1883,
Washington,WI,"136,761",430.7,7 Dec 1836,
Waukesha,WI,"406,978",549.57,Jan 1846,
Waupaca,WI,"51,812",747.71,1851,
Waushara,WI,"24,520",626.15,15 Feb 1851,
Winnebago,WI,"171,730",434.49,1840,
Wood,WI,"74,207",793.12,1856,
Albany,WY,"37,066",4274,16 Dec 1868,
Big Horn,WY,"11,521",3137,12 Mar 1890,
Campbell,WY,"47,026",4797,21 Feb 1911,
Carbon,WY,"14,537",7897,16 Dec 1868,
Converse,WY,"13,751",4255,9 Mar 1888,
Crook,WY,"7,181",2859,8 Dec 1875,
Fremont,WY,"39,234",9183,5 Mar 1884,
Goshen,WY,"12,498",2225,21 Feb 1911,
Hot Springs,WY,"4,621",2004,21 Feb 1911,
Johnson,WY,"8,447",4166,8 Dec 1875,
Laramie,WY,"100,512",2686,9 Jan 1867,
Lincoln,WY,"19,581",4069,21 Feb 1911,
Natrona,WY,"79,955",5340,9 Mar 1888,
Niobrara,WY,"2,467",2626,21 Feb 1911,
Park,WY,"29,624",6943,15 Feb 1909,
Platte,WY,"8,605",2085,21 Feb 1911,
Sheridan,WY,"30,921",2523,9 Mar 1888,
Sublette,WY,"8,728",4882,15 Feb 1921,
Sweetwater,WY,"42,272",10426,17 Dec 1867,
Teton,WY,"23,331",4008,15 Feb 1921,
Uinta,WY,"20,450",2082,1 Dec 1869,
Washakie,WY,"7,685",2240,21 Feb 1911,
Weston,WY,"6,838",2398,12 Mar 1890,
